-84934.828125 4.04812
-83350.5625 3.52647
-87206.4296875 3.72064
-88937.8203125 3.43851
-88875.28125 3.20625
-89559.453125 3.44363
-85973.0625 3.45099
-88311.25 3.48112
-87913.6328125 3.31232
-86960.84375 3.47005
-87692.828125 3.35998
-91204.09375 3.54061
-90243.890625 3.37306
-89534.2734375 3.10771
-91006.484375 3.37719
-89532.78125 3.50307
-89860.90625 3.64706
-91091.7109375 3.66057
-88785.8828125 3.63107
-91061.3125 3.44796
-91350.859375 3.49520
-89280.6484375 3.72367
-91274.71875 3.78344
-89238.6015625 3.96276
-90236.5078125 3.94535
-90507.9609375 3.69455
-88112.6328125 3.62703
-87625.46875 3.59202
-88393.703125 3.63528
-90719.1640625 3.55665
-90952.09375 3.77317
-87104.0 3.42147
-88799.90625 3.52159
-89439.796875 3.42141
-91235.0390625 3.60712
-88857.4296875 3.44055
-88325.2265625 3.41266
-91633.4609375 3.33527
-91076.171875 3.54043
-90389.6640625 3.77088
-91381.0546875 3.54537
-86686.8984375 3.89507
-83969.875 3.47127
-84507.5546875 4.08525
-84657.609375 4.23446
-88330.125 4.15175
-89690.109375 4.80595
-88057.109375 4.33459
-82457.921875 4.46785
-80994.734375 4.81622
-78690.921875 4.67084
-81455.15625 5.04423
-80303.078125 4.75440
-78913.34375 4.76107
-76831.6484375 4.91042
-80047.5703125 4.74253
-78329.828125 4.76972
-78632.1875 4.39845
-75114.71875 3.12348
-63951.7109375 2.48339
-66160.4453125 2.95698
-74408.984375 2.18698
-72467.3515625 3.01328
-73361.828125 2.82594
-74441.1484375 3.09961
-71095.359375 2.63009
-70269.6015625 2.91834
-72526.8125 2.66291
-67299.4765625 2.76113
-64515.0664062 1.96906
-72253.6796875 2.16883
-72718.609375 2.43342
-66446.3125 3.10278
-68558.0859375 3.37227
-68670.609375 3.60362
-73990.4921875 3.04972
-78522.0625 3.92388
-80093.5546875 4.47979
-79007.1796875 4.16684
-76469.2265625 3.74719
-76610.6640625 3.83662
-76775.5 3.31887
-76868.3984375 3.38035
-72925.28125 3.81080
-73887.9296875 3.05396
-68039.34375 3.88828
-73509.71875 3.96666
-67430.546875 4.50367
-71584.9921875 5.19481
-73681.4140625 4.97821
-71033.8515625 4.78464
-78324.9765625 4.58980
-75179.375 4.58329
-72104.03125 4.94824
-73329.5625 4.91592
-73127.2265625 5.20841
-73823.8125 3.55215
-74309.2265625 2.83016
-70441.296875 2.92005
-79156.7265625 3.02763
-78175.8125 2.73196
-77951.046875 3.37676
-79015.6171875 3.21632
-78647.2421875 3.38937
-76276.2734375 2.82783
-74056.6328125 3.91783
-72552.21875 3.35354
-65292.3085938 2.95516
-66112.5546875 3.68488
-67377.2421875 3.79157
-64268.4335938 3.40318
-65262.6367188 3.53807
-68421.890625 2.42734
-67954.0546875 2.53604
-70310.8984375 2.63233
-76478.6640625 3.03807
-76820.25 2.83810
-75621.96875 3.59305
-77878.703125 3.90635
-71917.9375 3.87011
-69910.40625 3.04860
-71087.375 2.83596
-71549.3046875 2.83989
-71369.515625 3.68682
-68647.578125 4.10702
-68485.5 4.19205
-71129.0234375 4.12378
-71140.3671875 2.04211
-65955.453125 2.18011
-66474.203125 2.15428
-66117.8046875 1.92447
-67140.3359375 1.73649
-64822.609375 2.12522
-65184.6992188 2.45383
-64983.1914062 2.22161
-64769.9453125 2.42393
-68306.8515625 2.37096
-66526.578125 2.02850
-64200.1875 2.27319
-63732.8203125 2.02382
-66027.859375 2.68240
-67945.8671875 2.34975
-69483.4765625 3.06010
-71252.890625 2.48054
-71168.3515625 2.03164
-78137.609375 2.52510
-75707.0 2.60009
-81237.0625 2.84328
-80397.0 2.32360
-76704.453125 2.41897
-72085.5 2.53470
-72482.8515625 2.86098
-68884.390625 2.68284
-68258.1796875 2.51247
-70103.6953125 2.66664
-67894.828125 2.35341
-63942.2539062 2.77566
-65000.1484375 2.05373
-64351.9648438 2.70862
-64028.421875 2.50406
-64560.5976562 2.61834
-65334.9960938 2.06067
-65710.875 2.77050
-64082.6445312 2.19616
-67561.265625 1.90372
-70803.234375 1.78062
-69195.984375 2.15824
-75636.03125 2.84899
-74002.8125 2.29697
-77271.71875 2.45231
-79872.4375 2.55838
-73603.328125 2.61152
-69061.4609375 2.48030
-66196.015625 2.35013
-66971.46875 2.58721
-65513.390625 2.07994
-67843.40625 2.26515
-64242.3867188 2.56394
-66135.7265625 2.26371
-63842.0117188 2.46708
-65036.890625 2.51766
-68136.2890625 3.58550
-69628.46875 3.45408
-69467.9765625 2.57638
-73406.296875 3.02800
-72946.9453125 3.29450
-80111.1328125 3.06544
-82493.3828125 2.57072
-76907.125 2.47669
-79440.5078125 2.97201
-75583.4609375 3.42030
-81084.9375 2.98890
-76363.9921875 2.59876
-81642.7578125 2.35362
-76045.7890625 2.16560
-70516.234375 2.39173
-71248.09375 2.46953
-70158.5703125 2.05634
-67404.53125 2.14720
-67156.5546875 1.90231
-65958.015625 2.79797
-64408.3984375 2.78787
-67979.3125 2.41989
-68494.234375 2.32721
-64962.0820312 2.26981
-66978.6015625 2.20962
-70562.625 2.96382
-73821.7265625 2.64446
-64402.0976562 2.06254
-64504.2578125 2.22671
-71534.6171875 2.40102
-68580.40625 2.42748
-64655.1835938 2.42851
-71083.671875 2.02681
-68124.6640625 1.93096
-64388.7617188 2.05093
-66968.734375 2.33680
-65829.375 3.01825
-64667.9609375 3.97028
-65070.8984375 2.87979
-63767.609375 2.84806
-74209.328125 3.08850
-76454.1796875 2.86565
-79681.890625 2.99350
-81260.4921875 2.85588
-75930.5625 3.11149
-75813.3515625 3.23770
-79482.1953125 2.49379
-81751.375 2.38544
-78744.0234375 2.70110
-81884.46875 2.75082
-81622.9453125 2.93016
-85558.140625 2.79137
-86695.046875 3.05270
-87125.6875 2.73537
-86787.6015625 2.67576
-88047.6484375 2.90985
-86445.7265625 3.01232
-85863.3046875 3.28388
-85331.984375 3.53479
-83964.890625 3.11996
-80984.546875 4.12289
-78783.1640625 4.73647
-79724.1640625 4.44087
-77127.453125 4.62548
-73889.921875 4.75830
-72891.921875 4.82491
-76012.9765625 4.71759
-73084.2734375 4.36853
-69995.234375 3.16028
-70735.09375 3.45022
-67452.3671875 2.32688
-70273.5625 2.26729
-66370.3203125 3.13689
-68266.59375 3.06621
-63856.5898438 2.97983
-66815.5625 2.86989
-65087.7304688 2.43302
-65100.1953125 2.69980
-72489.3828125 2.78801
-68091.2578125 2.44560
-67409.140625 2.50942
-63858.7773438 2.78140
-64358.640625 2.75877
-65072.765625 3.06379
-66899.2890625 2.29561
-63833.5273438 2.57521
-69125.90625 2.98076
-72249.9140625 3.53867
-72585.9140625 2.95007
-72980.71875 2.28385
-75323.6328125 2.17080
-75112.203125 2.67280
-71683.2890625 2.05403
-64590.0976562 2.19518
-64060.953125 2.91373
-69893.828125 3.10618
-67689.28125 2.35981
-71352.25 2.44627
-69835.4453125 2.72359
-70696.265625 2.16441
-68550.921875 2.38969
-71499.625 2.44986
-66566.6953125 2.21139
-64262.8945312 2.14843
-64599.5976562 1.96048
-63865.0703125 2.48572
-64048.1679688 2.16595
-74547.765625 2.23366
-75216.9453125 2.91283
-76610.859375 2.57672
-74234.3125 2.15226
-64185.8671875 2.14996
-66124.984375 2.23867
-67689.7890625 2.25212
-72488.5 2.05258
-79183.0078125 2.95554
-76894.9140625 2.86479
-77667.609375 2.39430
-82181.84375 2.37900
-80453.4609375 3.01741
-80167.859375 2.42426
-71616.0 2.26630
-76091.5 2.06705
-74316.125 2.23381
-75758.9453125 1.85186
-75137.1484375 2.40828
-75415.875 2.94193
-73402.921875 3.17245
-67704.953125 2.73014
-68753.9765625 3.67124
-69270.3125 4.64710
-69279.234375 4.81379
-68887.875 4.94140
-74048.4765625 4.41950
-71962.8203125 3.78122
-75709.375 3.26869
-73934.6328125 3.11351
-69883.2890625 2.89583
-70120.78125 3.24942
-68936.5625 3.89891
-74592.125 3.28094
-75779.03125 3.26998
-78865.5859375 3.65835
-75431.5390625 2.74872
-72169.7421875 2.38520
-65122.8632812 2.37658
-69616.0546875 2.60088
-68268.9375 2.40884
-72226.703125 2.15172
-72966.7578125 2.20415
-71753.3671875 2.00587
-72019.65625 2.45850
-73238.90625 1.66279
-74981.7109375 2.18716
-69587.640625 2.88012
-70560.75 2.35738
-71042.296875 2.76925
-65698.9375 1.92623
-64001.6445312 2.69964
-64406.6640625 3.03328
-63217.0820312 2.48367
-70343.3828125 2.34516
-75139.5625 3.18326
-73773.5546875 3.80021
-70071.65625 4.09997
-72785.2421875 3.68230
-73919.015625 3.68075
-73179.9296875 2.76100
-68426.0078125 3.49454
-72809.3203125 2.58972
-71706.0703125 4.06998
-77212.890625 3.97919
-80921.5546875 3.52444
-75017.9453125 3.63549
-77003.890625 3.17816
-72028.5390625 3.56251
-69089.03125 3.62074
-68965.0234375 3.32268
-69058.8125 3.42974
-68355.546875 3.38879
-73238.9921875 2.64372
-71282.15625 2.36936
-74073.9140625 3.63920
-76377.7421875 4.06000
-73794.046875 3.78528
-70876.4375 4.21252
-63910.8085938 3.53627
-67003.5546875 3.34791
-65575.140625 4.29554
-66064.515625 3.85868
-68899.703125 3.16822
-69136.0859375 3.13606
-66532.703125 3.73327
-64059.9492188 3.94259
-72307.4453125 3.50712
-74606.4609375 3.46001
-74386.9296875 3.28301
-72127.4765625 3.49839
-79644.3984375 3.61216
-77013.421875 3.39502
-69765.640625 3.21303
-72611.84375 3.64744
-73363.28125 3.42065
-68851.859375 3.69679
-72342.2734375 3.59305
-78415.6015625 3.88020
-77014.09375 4.27113
-73501.5078125 3.32420
-77548.3515625 2.50057
-71916.7421875 3.27763
-70886.2265625 3.67491
-64012.0507812 3.32873
-64034.0195312 3.38228
-66666.1875 2.71317
-64226.9765625 2.60572
-64829.0898438 2.59446
-67309.875 2.91720
-67533.3359375 2.59261
-64786.6015625 3.03516
-66840.953125 3.23539
-69102.7421875 3.33345
-70371.7421875 3.43151
-74661.6796875 3.43640
-83675.3359375 3.77900
-81253.359375 3.57685
-77340.28125 4.44904
-81786.203125 4.37240
-86542.078125 4.19307
-83705.5859375 4.20541
-89018.109375 4.41626
-89097.8359375 4.14821
-90136.4296875 4.15012
-84652.1953125 4.22082
-83206.3515625 4.38383
-80617.7265625 4.69435
-80932.46875 4.66902
-78252.7890625 4.82567
-78605.578125 5.02370
-73814.4609375 4.93986
-65762.4609375 4.67681
-65594.0234375 4.83076
-63969.9726562 5.00140
-67765.3359375 4.96299
-64886.359375 5.02236
-73669.5703125 4.93542
-75002.109375 4.41729
-76146.2421875 4.83969
-76488.1875 4.70034
-78379.5703125 4.83003
-79099.0859375 5.08043
-78793.703125 4.66181
-81615.421875 4.96574
-79170.6171875 4.90874
-82627.703125 5.04349
-79133.6328125 4.56417
-77074.9453125 4.03268
-74798.7109375 4.22329
-70884.546875 3.14552
-64572.4296875 4.79238
-64778.5625 4.68270
-69800.3359375 4.61905
-68460.6171875 4.67470
-68314.1328125 4.50686
-67357.9296875 4.04474
-65534.7929688 4.42427
-66779.859375 4.46777
-76002.2734375 4.72557
-73011.9140625 4.62850
-76940.765625 4.88323
-76038.8984375 4.85802
-73457.90625 5.08900
-71124.015625 5.15001
-69534.9453125 4.92323
-64851.1640625 3.85790
-67006.6328125 3.43354
-65053.9570312 4.35825
-65341.140625 4.23637
-64016.3007812 4.55023
-63483.9453125 3.82110
-66068.0546875 3.91397
-66654.5625 3.42920
-71425.609375 4.13967
-71868.7578125 3.75540
-76744.09375 3.46804
-73413.2421875 3.43380
-76336.2421875 2.67205
-76202.7734375 3.51189
